"clan","year","session","num.aggs","num.ids","duration","migration","agg.rate"
"happy.zebra",2009,"s889",0,1,26,"no.migration",0
"happy.zebra",2009,"s485",8,14,35,"no.migration",0.0163265306122449
"happy.zebra",2009,"s642",0,14,5,"migration",0
"happy.zebra",2009,"s664",0,7,44,"migration",0
"happy.zebra",2009,"s381",1,6,53,"no.migration",0.00314465408805031
"happy.zebra",2009,"s472",0,15,35,"no.migration",0
"happy.zebra",2010,"s1115",0,1,5,"migration",0
"happy.zebra",2010,"s1154",4,5,28,"migration",0.0285714285714286
"happy.zebra",2010,"s1262",1,3,20,"no.migration",0.0166666666666667
"happy.zebra",2010,"s991",4,2,43,"no.migration",0.0465116279069767
"happy.zebra",2010,"s1005",0,4,10,"no.migration",0
"happy.zebra",2011,"s7508",1,12,5,"migration",0.0166666666666667
"happy.zebra",2011,"s7510.1",0,1,26,"migration",0
"happy.zebra",2011,"s7512",0,11,5,"migration",0
"happy.zebra",2012,"s9704",0,1,12,"no.migration",0
"happy.zebra",2012,"s9833",3,7,51,"migration",0.00840336134453781
"happy.zebra",2012,"s9814",0,4,18,"migration",0
"happy.zebra",2012,"s9689",3,8,5,"no.migration",0.075
"happy.zebra",2013,"s12205",1,12,5,"no.migration",0.0166666666666667
"happy.zebra",2013,"s12208",0,1,20,"no.migration",0
"happy.zebra",2013,"s12370",0,1,15,"migration",0
"happy.zebra",2013,"s12382",0,11,5,"migration",0
"happy.zebra",2013,"s12490",1,5,5,"migration",0.04
"happy.zebra",2013,"s12557",0,5,11,"migration",0
"happy.zebra",2013,"s12309",32,10,5,"migration",0.64
"happy.zebra",2014,"s13142",0,16,10,"no.migration",0
"happy.zebra",2014,"s12727",0,5,19,"no.migration",0
"happy.zebra",2014,"s13027",0,4,51,"migration",0
"happy.zebra",2014,"s13028",0,1,32,"migration",0
"happy.zebra",2015,"s16012",57,19,5,"no.migration",0.6
"happy.zebra",2015,"s16250",0,2,11,"no.migration",0
"happy.zebra",2015,"s16318",0,3,24,"no.migration",0
"happy.zebra",2015,"s16666",13,10,41,"no.migration",0.0317073170731707
"happy.zebra",2015,"s17771",0,1,15,"migration",0
"happy.zebra",2015,"s17800",24,6,5,"migration",0.8
"happy.zebra",2016,"s18985",0,1,14,"no.migration",0
"happy.zebra",2016,"s20456.1",0,18,5,"migration",0
"happy.zebra",2016,"s19144",0,7,35,"migration",0
"happy.zebra",2016,"s20416",0,2,5,"migration",0
"happy.zebra",2016,"s20903",0,3,41,"no.migration",0
"happy.zebra",2017,"s21188",0,1,5,"no.migration",0
"happy.zebra",2017,"s21191",0,1,41,"no.migration",0
"happy.zebra",2017,"s21757",0,7,53,"no.migration",0
"happy.zebra",2017,"s21758",0,1,5,"no.migration",0
"happy.zebra",2017,"s21768",0,11,13,"no.migration",0
"happy.zebra",2017,"s21909",0,11,54,"migration",0
"serena.n",2009,"s1771",2,5,10,"no.migration",0.04
"serena.n",2009,"s2343",1,6,5,"migration",0.0333333333333333
"serena.n",2009,"s2098",0,5,5,"migration",0
"serena.n",2009,"s1957",0,2,29,"no.migration",0
"serena.n",2009,"s2168",0,2,37,"migration",0
"serena.n",2009,"s2406",0,6,5,"no.migration",0
"serena.n",2010,"s3177",0,1,11,"no.migration",0
"serena.n",2010,"s3179",31,6,5,"no.migration",1.03333333333333
"serena.n",2010,"s2505",3,2,25,"no.migration",0.06
"serena.n",2010,"s3079",11,6,44,"migration",0.0416666666666667
"serena.n",2010,"s3087",8,7,13,"migration",0.0879120879120879
"serena.n",2010,"s3089",10,9,41,"migration",0.02710027100271
"serena.n",2010,"s2548",1,5,51,"no.migration",0.00392156862745098
"serena.n",2010,"s2852",0,8,47,"no.migration",0
"serena.n",2010,"s2902",25,21,5,"migration",0.238095238095238
"serena.n",2010,"s3303",16,8,41,"no.migration",0.0487804878048781
"serena.n",2010,"s3067",13,10,5,"migration",0.26
"serena.n",2011,"s6186",0,4,24,"no.migration",0
"serena.n",2011,"s6925",0,2,16,"migration",0
"serena.n",2011,"s7199",0,1,27,"no.migration",0
"serena.n",2011,"s5937",2,7,17,"no.migration",0.0168067226890756
"serena.n",2011,"s5974",0,23,5,"no.migration",0
"serena.n",2011,"s6161",0,1,14,"no.migration",0
"serena.n",2011,"s7069",0,9,5,"no.migration",0
"serena.n",2011,"s5938",0,6,5,"no.migration",0
"serena.n",2011,"s6526",1,3,55,"migration",0.00606060606060606
"serena.n",2012,"s7900",0,4,10,"migration",0
"serena.n",2012,"s7913",3,15,36,"migration",0.00555555555555556
"serena.n",2012,"s7908",14,16,5,"migration",0.175
"serena.n",2012,"s7909",0,4,5,"migration",0
"serena.n",2012,"s8216",0,1,5,"no.migration",0
"serena.n",2012,"s7911",0,6,19,"migration",0
"serena.n",2013,"s9893",26,13,32,"no.migration",0.0625
"serena.n",2013,"s9917",0,1,5,"no.migration",0
"serena.n",2013,"s10391",1,2,19,"no.migration",0.0263157894736842
"serena.n",2013,"s10894",27,22,5,"migration",0.245454545454545
"serena.n",2013,"s10947",0,2,5,"migration",0
"serena.n",2013,"s11340",9,13,5,"no.migration",0.138461538461538
"serena.n",2013,"s10146",40,10,40,"migration",0.1
"serena.n",2013,"s10568",8,12,5,"no.migration",0.133333333333333
"serena.n",2014,"s13829",7,20,57,"no.migration",0.00614035087719298
"serena.n",2014,"s14349",0,5,49,"migration",0
"serena.n",2014,"s13451",2,6,30,"no.migration",0.0111111111111111
"serena.n",2014,"s13590",2,4,28,"no.migration",0.0178571428571429
"serena.n",2014,"s13592",0,4,5,"no.migration",0
"serena.n",2014,"s13907",1,11,32,"migration",0.00284090909090909
"serena.n",2014,"s13944",1,17,28,"migration",0.00210084033613445
"serena.n",2014,"s14044",1,5,18,"migration",0.0111111111111111
"serena.n",2014,"s14070",9,10,5,"migration",0.18
"serena.n",2014,"s14230",0,1,12,"migration",0
"serena.n",2014,"s14305",0,10,57,"migration",0
"serena.n",2014,"s14315",5,11,5,"migration",0.0909090909090909
"serena.n",2014,"s14360",4,5,5,"migration",0.16
"serena.n",2014,"s14472",0,11,5,"no.migration",0
"serena.n",2014,"s13964",0,6,37,"migration",0
"serena.n",2015,"s15995",1,3,10,"no.migration",0.0333333333333333
"serena.n",2015,"s17125",0,3,14,"migration",0
"serena.n",2015,"s17005",195,35,5,"migration",1.11428571428571
"serena.n",2015,"s15702",0,6,12,"no.migration",0
"serena.n",2015,"s15767",19,10,35,"no.migration",0.0542857142857143
"serena.n",2015,"s17146",28,15,52,"migration",0.0358974358974359
"serena.n",2015,"s17174",6,8,47,"migration",0.0159574468085106
"serena.n",2015,"s17194",0,9,28,"migration",0
"serena.n",2015,"s17951",31,12,5,"migration",0.516666666666667
"serena.n",2016,"s20155",0,2,5,"migration",0
"serena.n",2016,"s19478",16,20,58,"migration",0.0137931034482759
"serena.n",2016,"s20536",0,7,35,"migration",0
"serena.n",2016,"s20654",104,19,5,"no.migration",1.09473684210526
"serena.n",2016,"s18794",0,7,48,"no.migration",0
"serena.n",2016,"s19976",0,1,5,"migration",0
"serena.n",2016,"s19975",50,19,5,"migration",0.526315789473684
"serena.n",2016,"s20001",0,1,5,"migration",0
"serena.n",2016,"s20004",4,6,44,"migration",0.0151515151515152
"serena.n",2016,"s20064.1",11,14,37,"migration",0.0212355212355212
"serena.n",2016,"s20104",0,1,5,"migration",0
"serena.n",2016,"s20091",27,4,37,"migration",0.182432432432432
"serena.n",2016,"s20092",0,4,9,"migration",0
"serena.n",2016,"s20102",11,11,5,"migration",0.2
"serena.n",2016,"s20134",0,1,7,"migration",0
"serena.n",2016,"s20185",0,1,5,"migration",0
"serena.n",2017,"s21359",0,10,10,"no.migration",0
"serena.n",2017,"s20959",0,20,20,"no.migration",0
"serena.n",2017,"s20988",0,13,58,"no.migration",0
"serena.n",2017,"s21296",0,9,24,"no.migration",0
"serena.n",2017,"s21445",0,14,5,"migration",0
"serena.n",2017,"s21479",0,2,5,"migration",0
"serena.n",2017,"s22270",0,10,47,"migration",0
"serena.n",2017,"s22372",0,7,17,"migration",0
"serena.n",2017,"s22330",0,10,5,"migration",0
"serena.n",2017,"s22396",0,9,35,"migration",0
"serena.n",2017,"s22454",0,6,5,"migration",0
"serena.n",2017,"s22474",0,2,8,"migration",0
"serena.n",2017,"s22922",0,11,5,"no.migration",0
"serena.n",2017,"s22280.1a",0,7,15,"migration",0
"serena.s",2009,"s3922",0,3,25,"no.migration",0
"serena.s",2009,"s3731",0,1,12,"migration",0
"serena.s",2009,"s3423",0,6,10,"no.migration",0
"serena.s",2009,"s3620",0,1,5,"no.migration",0
"serena.s",2009,"s3772",0,2,12,"migration",0
"serena.s",2010,"s4419",0,3,11,"migration",0
"serena.s",2010,"s4531",23,16,5,"no.migration",0.2875
"serena.s",2010,"s4557",0,5,28,"no.migration",0
"serena.s",2010,"s4482",3,2,29,"no.migration",0.0517241379310345
"serena.s",2010,"s4581",2,14,34,"no.migration",0.00420168067226891
"serena.s",2011,"s5451",6,4,37,"migration",0.0405405405405405
"serena.s",2011,"s5609",4,10,47,"no.migration",0.00851063829787234
"serena.s",2011,"s5890",8,18,19,"no.migration",0.0233918128654971
"serena.s",2011,"s5486",0,14,8,"migration",0
"serena.s",2011,"s5410",0,1,14,"migration",0
"serena.s",2011,"s5457",10,12,5,"migration",0.166666666666667
"serena.s",2011,"s5434",1,6,5,"migration",0.0333333333333333
"serena.s",2011,"s5803",20,26,48,"no.migration",0.016025641025641
"serena.s",2011,"s5857",7,22,58,"no.migration",0.0054858934169279
"serena.s",2011,"s5504",1,10,5,"migration",0.02
"serena.s",2011,"s5707",0,1,5,"no.migration",0
"serena.s",2011,"s4884",0,6,20,"no.migration",0
"serena.s",2012,"s9214",20,7,5,"migration",0.571428571428571
"serena.s",2013,"s11746",10,10,5,"migration",0.2
"serena.s",2013,"s11850",8,7,39,"migration",0.0293040293040293
"serena.s",2013,"s12120",0,2,5,"no.migration",0
"serena.s",2013,"s11790",12,14,35,"migration",0.0244897959183673
"serena.s",2013,"s11834",5,3,52,"migration",0.0320512820512821
"serena.s",2013,"s11409",7,4,5,"no.migration",0.35
"serena.s",2013,"s11724",15,12,5,"migration",0.25
"serena.s",2013,"s11780",6,13,5,"migration",0.0923076923076923
"serena.s",2013,"s11755",22,14,58,"migration",0.0270935960591133
"serena.s",2013,"s11772",1,7,25,"migration",0.00571428571428571
"serena.s",2013,"s11777",2,12,5,"migration",0.0333333333333333
"serena.s",2013,"s11848",8,5,34,"migration",0.0470588235294118
"serena.s",2013,"s11904",12,12,47,"migration",0.0212765957446809
"serena.s",2013,"s11672",1,8,38,"migration",0.00328947368421053
"serena.s",2014,"s15175",0,2,5,"no.migration",0
"serena.s",2014,"s14673",0,3,13,"no.migration",0
"serena.s",2014,"s15237",20,13,59,"no.migration",0.0260756192959583
"serena.s",2015,"s15476",21,10,49,"no.migration",0.0428571428571429
"serena.s",2015,"s17338",0,1,6,"migration",0
"serena.s",2015,"s15384",139,21,5,"no.migration",1.32380952380952
"serena.s",2015,"s15479",2,6,31,"no.migration",0.010752688172043
"serena.s",2015,"s17346",0,3,24,"migration",0
"serena.s",2015,"s17466",0,1,5,"migration",0
"serena.s",2016,"s19709",0,1,5,"no.migration",0
"serena.s",2016,"s19862",0,1,33,"migration",0
"serena.s",2016,"s18308",0,4,14,"no.migration",0
"serena.s",2016,"s18386",63,18,5,"no.migration",0.7
"serena.s",2016,"s19535",2,9,25,"no.migration",0.00888888888888889
"serena.s",2016,"s19713",0,1,5,"migration",0
"serena.s",2016,"s20188.1",0,8,55,"migration",0
"serena.s",2017,"s22618",0,1,5,"no.migration",0
"serena.s",2017,"s21577",0,3,7,"no.migration",0
"serena.s",2017,"s21489",0,2,5,"no.migration",0
"serena.s",2017,"s22037",0,4,41,"migration",0
"serena.s",2017,"s22063",0,9,20,"migration",0
"serena.s",2017,"s22095",0,13,33,"migration",0
"serena.s",2017,"s22126",0,9,5,"migration",0
"serena.s",2017,"s22170",0,4,5,"migration",0
"serena.s",2017,"s22002",0,4,33,"migration",0
"talek",1989,"t325",16,22,5,"no.migration",0.145454545454545
"talek",1989,"t327.1",0,11,33,"no.migration",0
"talek",1989,"t328.1",0,15,10,"no.migration",0
"talek",1989,"t330.2",3,5,28,"no.migration",0.0214285714285714
"talek",1989,"t338.2",0,1,5,"no.migration",0
"talek",1989,"t340",5,9,27,"no.migration",0.0205761316872428
"talek",1989,"t344.5",6,8,11,"no.migration",0.0681818181818182
"talek",1989,"t348.3",3,10,12,"no.migration",0.025
"talek",1989,"t351.5",1,3,13,"no.migration",0.0256410256410256
"talek",1989,"t354.5",5,3,39,"no.migration",0.0427350427350427
"talek",1989,"t356.2",3,16,37,"no.migration",0.00506756756756757
"talek",1989,"t364",28,18,5,"no.migration",0.311111111111111
"talek",1989,"t370.7",1,4,17,"no.migration",0.0147058823529412
"talek",1989,"t376",6,14,32,"no.migration",0.0133928571428571
"talek",1989,"t381.3",13,5,27,"no.migration",0.0962962962962963
"talek",1989,"t391.2",3,10,7,"no.migration",0.0428571428571429
"talek",1989,"t404",2,9,5,"no.migration",0.0444444444444444
"talek",1989,"t417",1,9,25,"no.migration",0.00444444444444444
"talek",1989,"t418",10,9,39,"no.migration",0.0284900284900285
"talek",1989,"t422",13,8,45,"no.migration",0.0361111111111111
"talek",1989,"t446",13,13,25,"no.migration",0.04
"talek",1989,"t449",0,3,13,"no.migration",0
"talek",1989,"t454",3,6,17,"no.migration",0.0294117647058824
"talek",1989,"t458",14,25,52,"no.migration",0.0107692307692308
"talek",1989,"t468",1,4,15,"no.migration",0.0166666666666667
"talek",1989,"t472",16,18,5,"no.migration",0.177777777777778
"talek",1989,"t480",0,2,8,"no.migration",0
"talek",1989,"t485",0,8,17,"no.migration",0
"talek",1989,"t489.2",0,5,5,"no.migration",0
"talek",1989,"t492",0,9,17,"no.migration",0
"talek",1989,"t497",0,8,27,"no.migration",0
"talek",1989,"t504",5,11,47,"no.migration",0.00967117988394584
"talek",1989,"t506",7,16,48,"no.migration",0.00911458333333333
"talek",1989,"t509.6",0,2,5,"no.migration",0
"talek",1989,"t527",5,25,25,"no.migration",0.008
"talek",1989,"t533",29,12,5,"no.migration",0.483333333333333
"talek",1989,"t535",5,10,20,"no.migration",0.025
"talek",1989,"t538",0,15,42,"no.migration",0
"talek",1989,"t540",7,9,5,"no.migration",0.155555555555556
"talek",1989,"t543",0,4,7,"no.migration",0
"talek",1989,"t551",0,5,8,"no.migration",0
"talek",1989,"t553",7,5,21,"no.migration",0.0666666666666667
"talek",1989,"t567",2,23,5,"migration",0.0173913043478261
"talek",1989,"t569",1,10,18,"migration",0.00555555555555556
"talek",1989,"t579",10,10,5,"migration",0.2
"talek",1989,"t581",8,5,29,"migration",0.0551724137931035
"talek",1989,"t593",0,8,28,"migration",0
"talek",1989,"t596",10,12,38,"migration",0.0219298245614035
"talek",1989,"t597.1",0,1,5,"migration",0
"talek",1989,"t605.1",1,5,5,"migration",0.04
"talek",1989,"t609",0,9,57,"migration",0
"talek",1989,"t615",3,7,5,"migration",0.0857142857142857
"talek",1989,"t641",7,8,29,"migration",0.0301724137931034
"talek",1989,"t643",0,8,33,"migration",0
"talek",1989,"t646",6,11,5,"migration",0.109090909090909
"talek",1989,"t656.1",0,2,5,"migration",0
"talek",1989,"t678",1,4,39,"migration",0.00641025641025641
"talek",1989,"t686",5,10,5,"migration",0.1
"talek",1989,"t687",0,1,30,"migration",0
"talek",1989,"t692",4,13,47,"migration",0.00654664484451719
"talek",1989,"t694",0,2,5,"migration",0
"talek",1989,"t697.2",0,8,8,"migration",0
"talek",1989,"t704",0,4,11,"migration",0
"talek",1989,"t708",0,2,53,"migration",0
"talek",1989,"t709",7,15,5,"migration",0.0933333333333333
"talek",1989,"t733",4,16,5,"migration",0.05
"talek",1989,"t737",4,3,22,"migration",0.0606060606060606
"talek",1989,"t738.2",0,6,11,"migration",0
"talek",1989,"t748",1,6,5,"migration",0.0333333333333333
"talek",1989,"t752",4,7,37,"migration",0.0154440154440154
"talek",1989,"t756",7,10,57,"migration",0.012280701754386
"talek",1989,"t759",19,19,5,"migration",0.2
"talek",1989,"t764",0,2,39,"migration",0
"talek",1989,"t768",6,4,32,"migration",0.046875
"talek",1989,"t774",0,2,10,"migration",0
"talek",1989,"t775",8,11,53,"migration",0.0137221269296741
"talek",1989,"t775.1",0,4,5,"migration",0
"talek",1989,"t775.2",0,1,5,"migration",0
"talek",1989,"t784",0,2,5,"migration",0
"talek",1989,"t784.1",0,1,5,"migration",0
"talek",1989,"t799",1,5,41,"migration",0.0048780487804878
"talek",1989,"t816",2,7,58,"no.migration",0.00492610837438424
"talek",1989,"t825",1,6,49,"no.migration",0.00340136054421769
"talek",1989,"t861",2,7,46,"no.migration",0.0062111801242236
"talek",1989,"t867",8,15,34,"no.migration",0.0156862745098039
"talek",1989,"t867.2",0,10,10,"no.migration",0
"talek",1989,"t868",45,27,5,"no.migration",0.333333333333333
"talek",1989,"t869",29,13,5,"no.migration",0.446153846153846
"talek",1989,"t876",26,22,44,"no.migration",0.0268595041322314
"talek",1989,"t879",0,16,5,"no.migration",0
"talek",1989,"t886.1",0,1,5,"no.migration",0
"talek",1989,"t888",0,19,47,"no.migration",0
"talek",1989,"t888.1",0,19,5,"no.migration",0
"talek",1989,"t888.2",0,19,5,"no.migration",0
"talek",1989,"t889",3,23,5,"no.migration",0.0260869565217391
"talek",1989,"t891",10,16,5,"no.migration",0.125
"talek",1989,"t894",7,6,21,"no.migration",0.0555555555555556
"talek",1989,"t900",20,9,30,"no.migration",0.0740740740740741
"talek",1989,"t902",0,1,41,"no.migration",0
"talek",1989,"t906",1,6,5,"no.migration",0.0333333333333333
"talek",1989,"t908.1",0,2,10,"no.migration",0
"talek",1989,"t910.2",0,1,18,"no.migration",0
"talek",1989,"t913.2",0,4,5,"no.migration",0
"talek",1990,"t1028.4",0,6,44,"no.migration",0
"talek",1990,"t1031.3",0,6,35,"no.migration",0
"talek",1990,"t1032.2",7,8,26,"no.migration",0.0336538461538462
"talek",1990,"t1033.7",0,1,30,"no.migration",0
"talek",1990,"t1038.2",1,8,27,"no.migration",0.00462962962962963
"talek",1990,"t1038.3",9,16,20,"no.migration",0.028125
"talek",1990,"t1043",0,2,14,"no.migration",0
"talek",1990,"t1043.2",1,16,34,"no.migration",0.00183823529411765
"talek",1990,"t1046.3",5,7,45,"no.migration",0.0158730158730159
"talek",1990,"t1050.1",7,16,5,"no.migration",0.0875
"talek",1990,"t1052.2",0,3,34,"no.migration",0
"talek",1990,"t1056.2",2,9,43,"no.migration",0.00516795865633075
"talek",1990,"t1062.2",0,1,5,"no.migration",0
"talek",1990,"t1071.5",7,11,21,"no.migration",0.0303030303030303
"talek",1990,"t1075.3",8,13,15,"no.migration",0.041025641025641
"talek",1990,"t1076.1",3,4,26,"no.migration",0.0288461538461538
"talek",1990,"t1081.1",0,4,5,"no.migration",0
"talek",1990,"t1082.3",25,13,5,"no.migration",0.384615384615385
"talek",1990,"t1083.5",19,8,14,"migration",0.169642857142857
"talek",1990,"t1084.6",1,14,42,"migration",0.00170068027210884
"talek",1990,"t1085.5",6,19,55,"migration",0.00574162679425837
"talek",1990,"t1086.1",0,4,31,"migration",0
"talek",1990,"t1102.2",6,11,47,"migration",0.011605415860735
"talek",1990,"t1106.2",7,14,5,"migration",0.1
"talek",1990,"t1109.2",0,2,9,"migration",0
"talek",1990,"t1110.3",44,29,5,"migration",0.303448275862069
"talek",1990,"t1115.2",5,6,38,"migration",0.0219298245614035
"talek",1990,"t1116.4",1,3,29,"migration",0.0114942528735632
"talek",1990,"t1117",0,17,5,"migration",0
"talek",1990,"t1127",8,11,20,"migration",0.0363636363636364
"talek",1990,"t1131.3",0,2,5,"migration",0
"talek",1990,"t1133.9",0,3,6,"migration",0
"talek",1990,"t1134.2",0,1,5,"migration",0
"talek",1990,"t1136",39,23,5,"migration",0.339130434782609
"talek",1990,"t1139",5,7,14,"migration",0.0510204081632653
"talek",1990,"t1140",3,24,5,"migration",0.025
"talek",1990,"t1142.1",0,7,5,"migration",0
"talek",1990,"t1144",2,5,31,"migration",0.0129032258064516
"talek",1990,"t1145",2,2,47,"migration",0.0212765957446809
"talek",1990,"t1147",1,5,18,"migration",0.0111111111111111
"talek",1990,"t1150",1,9,23,"migration",0.00483091787439614
"talek",1990,"t1151",0,5,30,"migration",0
"talek",1990,"t1152.2",1,6,7,"migration",0.0238095238095238
"talek",1990,"t1158.5",1,2,5,"migration",0.1
"talek",1990,"t1158.6",0,2,5,"migration",0
"talek",1990,"t1160",2,4,31,"migration",0.0161290322580645
"talek",1990,"t1164",4,5,18,"migration",0.0444444444444444
"talek",1990,"t1166.2",0,1,5,"migration",0
"talek",1990,"t1176",0,5,38,"migration",0
"talek",1990,"t1178",2,4,5,"migration",0.1
"talek",1990,"t1179",15,6,33,"migration",0.0757575757575758
"talek",1990,"t1179.1",0,3,5,"migration",0
"talek",1990,"t1179.3",9,8,36,"migration",0.03125
"talek",1990,"t1179.4",1,3,29,"migration",0.0114942528735632
"talek",1990,"t1182",0,8,10,"migration",0
"talek",1990,"t1182.2",0,2,5,"migration",0
"talek",1990,"t1183",0,2,20,"migration",0
"talek",1990,"t1190",34,25,5,"migration",0.272
"talek",1990,"t1199.2",0,5,24,"migration",0
"talek",1990,"t1200",1,2,7,"migration",0.0714285714285714
"talek",1990,"t1204.1",1,3,5,"migration",0.0666666666666667
"talek",1990,"t1207.1",0,1,5,"migration",0
"talek",1990,"t1209",0,11,29,"migration",0
"talek",1990,"t1212",0,3,33,"migration",0
"talek",1990,"t1216.5",3,11,32,"migration",0.00852272727272727
"talek",1990,"t1224",0,9,10,"migration",0
"talek",1990,"t1234",0,1,19,"migration",0
"talek",1990,"t1238",0,2,8,"migration",0
"talek",1990,"t1240.4",0,6,17,"migration",0
"talek",1990,"t1241",30,25,5,"migration",0.24
"talek",1990,"t1242",0,11,42,"migration",0
"talek",1990,"t1245",0,1,18,"migration",0
"talek",1990,"t1248",4,12,5,"migration",0.0666666666666667
"talek",1990,"t1260.3",6,5,18,"migration",0.0666666666666667
"talek",1990,"t1263.2",43,15,5,"migration",0.573333333333333
"talek",1990,"t1269.1",0,1,5,"migration",0
"talek",1990,"t1272.2",0,1,5,"migration",0
"talek",1990,"t1275",0,6,57,"migration",0
"talek",1990,"t1279",4,6,32,"migration",0.0208333333333333
"talek",1990,"t1280",12,5,32,"migration",0.075
"talek",1990,"t1287",1,3,46,"migration",0.0072463768115942
"talek",1990,"t1296.2",0,3,5,"migration",0
"talek",1990,"t1300.2",0,1,5,"no.migration",0
"talek",1990,"t1313.8",0,1,5,"no.migration",0
"talek",1990,"t1323.1",0,5,11,"no.migration",0
"talek",1990,"t1339",10,7,34,"no.migration",0.0420168067226891
"talek",1990,"t1348.3",0,4,5,"no.migration",0
"talek",1990,"t1359",6,6,37,"no.migration",0.027027027027027
"talek",1990,"t1360",2,8,5,"no.migration",0.05
"talek",1990,"t1368",11,6,49,"no.migration",0.0374149659863946
"talek",1990,"t1373.2",0,2,6,"no.migration",0
"talek",1990,"t1374",2,17,10,"no.migration",0.0117647058823529
"talek",1990,"t1386",26,22,5,"no.migration",0.236363636363636
"talek",1990,"t922.2",0,1,5,"no.migration",0
"talek",1990,"t928.4",7,3,46,"no.migration",0.0507246376811594
"talek",1990,"t932",0,3,34,"no.migration",0
"talek",1990,"t932.5",11,4,5,"no.migration",0.55
"talek",1990,"t936.2",0,1,15,"no.migration",0
"talek",1990,"t939",6,18,5,"no.migration",0.0666666666666667
"talek",1990,"t973",38,12,35,"no.migration",0.0904761904761905
"talek",1990,"t992",26,10,46,"no.migration",0.0565217391304348
"talek",1991,"t1392",17,21,5,"no.migration",0.161904761904762
"talek",1991,"t1407",0,3,27,"no.migration",0
"talek",1991,"t1462.1",0,3,30,"no.migration",0
"talek",1991,"t1501.2",2,2,23,"no.migration",0.0434782608695652
"talek",1991,"t1507.3",0,5,44,"no.migration",0
"talek",1991,"t1519.4",3,14,5,"no.migration",0.0428571428571429
"talek",1991,"t1532.2",0,1,15,"no.migration",0
"talek",1991,"t1561",0,1,5,"no.migration",0
"talek",1991,"t1561.5",51,9,5,"no.migration",1.13333333333333
"talek",1991,"t1562",0,1,5,"no.migration",0
"talek",1991,"t1567.5",3,7,5,"no.migration",0.0857142857142857
"talek",1991,"t1568.1",3,9,7,"no.migration",0.0476190476190476
"talek",1991,"t1570.5",29,5,42,"no.migration",0.138095238095238
"talek",1991,"t1572.4",2,4,5,"no.migration",0.1
"talek",1991,"t1574.1",1,4,7,"no.migration",0.0357142857142857
"talek",1991,"t1585",1,3,5,"migration",0.0666666666666667
"talek",1991,"t1586.1",5,9,5,"migration",0.111111111111111
"talek",1991,"t1586.2",0,6,12,"migration",0
"talek",1991,"t1588",0,1,5,"migration",0
"talek",1991,"t1598",13,3,5,"migration",0.866666666666667
"talek",1991,"t1600.1",19,9,5,"migration",0.422222222222222
"talek",1991,"t1601.1",0,13,10,"migration",0
"talek",1991,"t1602.1",5,14,5,"migration",0.0714285714285714
"talek",1991,"t1603.1",62,15,5,"migration",0.826666666666667
"talek",1991,"t1603.2",0,5,43,"migration",0
"talek",1991,"t1605",24,16,5,"migration",0.3
"talek",1991,"t1610.01",0,1,5,"migration",0
"talek",1991,"t1612",0,1,11,"migration",0
"talek",1991,"t1617",1,12,5,"migration",0.0166666666666667
"talek",1991,"t1618",0,2,5,"migration",0
"talek",1991,"t1618.2",6,4,16,"migration",0.09375
"talek",1991,"t1626",0,1,5,"migration",0
"talek",1991,"t1627",2,15,5,"migration",0.0266666666666667
"talek",1991,"t1627.3",0,4,5,"migration",0
"talek",1991,"t1631.2",2,5,28,"migration",0.0142857142857143
"talek",1991,"t1631.3",0,3,5,"migration",0
"talek",1991,"t1636.1",0,1,5,"migration",0
"talek",1991,"t1637.1",0,1,5,"migration",0
"talek",1991,"t1638",0,1,45,"migration",0
"talek",1991,"t1650",3,6,29,"migration",0.0172413793103448
"talek",1991,"t1651.2",0,1,5,"migration",0
"talek",1991,"t1664.1",0,6,5,"migration",0
"talek",1991,"t1666.2",10,5,5,"migration",0.4
"talek",1991,"t1667",24,15,34,"migration",0.0470588235294118
"talek",1991,"t1672.1",0,8,25,"migration",0
"talek",1991,"t1686.6",0,2,5,"migration",0
"talek",1991,"t1696",0,6,14,"migration",0
"talek",1991,"t1696.3",0,1,5,"migration",0
"talek",1991,"t1700.1",0,19,5,"migration",0
"talek",1991,"t1701.2",0,2,5,"migration",0
"talek",1991,"t1701.6",0,2,5,"migration",0
"talek",1991,"t1704.1",19,13,5,"migration",0.292307692307692
"talek",1991,"t1710.4",2,15,5,"migration",0.0266666666666667
"talek",1991,"t1722.1",1,9,47,"migration",0.00236406619385343
"talek",1991,"t1723.1",2,9,35,"migration",0.00634920634920635
"talek",1991,"t1731",0,8,8,"migration",0
"talek",1991,"t1732",0,3,33,"migration",0
"talek",1991,"t1733.2",0,1,5,"migration",0
"talek",1991,"t1735",0,6,30,"migration",0
"talek",1991,"t1739.13",2,10,32,"migration",0.00625
"talek",1991,"t1743",1,4,25,"migration",0.01
"talek",1991,"t1746",8,19,5,"migration",0.0842105263157895
"talek",1991,"t1748.3",0,6,5,"migration",0
"talek",1991,"t1754.1",0,2,5,"migration",0
"talek",1991,"t1789.1",4,4,47,"migration",0.0212765957446809
"talek",1991,"t1800",24,22,5,"migration",0.218181818181818
"talek",1991,"t1804.1",18,18,5,"migration",0.2
"talek",1991,"t1805",1,2,5,"migration",0.1
"talek",1991,"t1812",42,13,5,"migration",0.646153846153846
"talek",1991,"t1820",0,7,5,"migration",0
"talek",1991,"t1823",1,11,20,"migration",0.00454545454545455
"talek",1991,"t1837.2",0,1,5,"no.migration",0
