"id","last_updated","sample_id","eartag","name","prev_id","sex","age_class","status","first_seen","den_grad","disappeared","mom","birthdate","number_littermates","litrank","arrived_den","leave_den","fate","mortality_source","death_date","weaned","clan","park","misc_notes"
"alfe","01-feb-16","","","alfredo","","f","c","r","25-jan-09","02-aug-09","","guci","05-jan-09","1","1","","","a","","","15-jan-10","talek","",""
"alg","","114","","algernon","","m","a","i","12-jun-94","","12-jun-94","","","","","","","","","","","fig.tree","tk",""
"ali","07-mar-18","253","","alice","","f","c","r","07-sep-97","18-aug-98","11-jun-17","bb","04-aug-97","1","1","","","a","","","21-jun-98","talek","tk","talek west. dengrad calced by pat"
"all","21-jul-16","","","allende","","f","c","r","12-aug-01","","22-jan-02","who","06-aug-01","1","2","","","k","","","","talek","tk","master list:sex=u dengrad calced by pat"
"alls","26-jul-16","","","all-star","raymond; all","f","c","r","06-jan-12","04-jul-12","04-may-13","hex","16-nov-11","1","1","","","k","","","23-sep-12","talek","",""
"alrw","05-may-12","","","alfred russell wallace","","","c","r","28-feb-12","","","ag","17-nov-11","","","","","a","","","","mara.river","",""
"alta","03-feb-15","","","alta vista","","m","c","r","10-jun-13","","01-nov-13","bab","26-mar-13","1","","","","k","","","","talek","tk",""
"alum","02-mar-17","","","aluminum","","m","c","r","23-sep-03","03-mar-04","26-apr-08","ath","26-jul-03","","","","","d","","","16-mar-04","talek","tk","dispersed to ft, first seen 6/9/2007. dls from ft 9/22/2009"
"alvr","20-may-15","","","alvaro","","","s","r","29-jul-13","","","","","","","","","a","","","","mara.river","","first seen as a subadult, not much known. possibly born in 2011"
"am01","18-nov-16","","","alien male #1","","m","a","t","11-oct-95","","11-oct-95","","","","","","","u","","","","talek","tk",""
"am02","18-nov-16","","","alien male #2","","m","a","t","11-oct-95","","11-oct-95","","","","","","","u","","","","talek","tk",""
"am03","18-nov-16","","","alien male #3","","m","a","t","01-nov-95","","01-nov-95","","","","","","","u","","","","talek","tk",""
"am04","18-nov-16","","","alien male #4","","m","a","t","01-nov-95","","01-nov-95","","","","","","","u","","","","talek","tk",""
"am05","18-nov-16","","","alien male #5","","m","a","t","01-nov-95","","01-nov-95","","","","","","","u","","","","talek","tk",""
"am10","27-may-15","","","alien male #10","","m","a","t","11-may-97","","11-may-97","","","","","","","d","","","","talek","tk",""
"am102","01-apr-08","","","am102","","m","","t","","","","","","","","","","a","","","","","",""
"am116","01-apr-08","","","alien male 116","","m","","t","15-jun-01","","","","","","","","","a","","","","","tk",""
"am117","01-apr-08","","","alien male 117","","m","","t","25-aug-01","","","","","","","","","a","","","","","tk",""
"am118","01-apr-08","","","alien male 118","","m","","t","03-sep-01","","","","","","","","","a","","","","","tk",""
"am119","01-apr-08","","","alien male 119","","m","","t","16-sep-01","","","","","","","","","a","","","","","tk",""
"am120","01-apr-08","","","alien male 120","","m","","t","16-sep-01","","","","","","","","","a","","","","","tk",""
"am121","01-apr-08","","","alien male 121","","m","","t","22-sep-01","","","","","","","","","a","","","","","tk",""
"am122","01-apr-08","","","alien male 122","","m","","t","25-sep-01","","","","","","","","","a","","","","","tk",""
"am123","01-apr-08","","","alien male 123","","m","","t","27-sep-01","","","","","","","","","a","","","","","tk",""
"am125","01-apr-08","","","alien male 125","","m","","t","19-oct-01","","","","","","","","","a","","","","","tk",""
"am126","01-apr-08","","","alien male 126","","m","","t","19-oct-01","","","","","","","","","a","","","","","tk",""
"am127","01-apr-08","","","alien male 127","","m","","t","26-oct-01","","","","","","","","","a","","","","","tk",""
"am128","01-apr-08","","","alien male 128","","m","","t","09-nov-01","","","","","","","","","a","","","","","tk",""
"am129","01-apr-08","","","alien male 129","","m","","t","13-nov-01","","","","","","","","","a","","","","","tk",""
"am130","01-apr-08","","","alien male 130","","m","","t","13-nov-01","","","","","","","","","a","","","","","tk",""
"am131","01-apr-08","","","alien male 131","","m","","t","14-nov-01","","","","","","","","","a","","","","","tk",""
"am132","01-apr-08","","","alien male 132","","m","","t","15-nov-01","","","","","","","","","a","","","","","tk",""
"am133","01-apr-08","","","alien male 133","","m","","t","18-nov-01","","","","","","","","","a","","","","","tk",""
"am134","01-apr-08","","","alien male 134","","m","","t","18-nov-01","","","","","","","","","a","","","","","tk",""
"am135","01-apr-08","","","alien male 135","","m","","t","23-nov-01","","","","","","","","","a","","","","","tk",""
"am136","01-apr-08","","","alien male 136","","m","","t","01-dec-01","","","","","","","","","a","","","","","tk",""
"am137","01-apr-08","","","alien male 137","","m","","t","02-dec-01","","","","","","","","","a","","","","","tk",""
"am138","01-apr-08","","","alien male 138","","m","","t","08-dec-01","","","","","","","","","a","","","","","tk",""
"am139","01-apr-08","","","alien male 139","","m","","t","08-dec-01","","","","","","","","","a","","","","","tk",""
"am140","01-apr-08","","","alien male 140","","m","","t","06-dec-01","","","","","","","","","a","","","","","tk",""
"am141","01-apr-08","","","alien male 141","","m","","t","07-dec-01","","","","","","","","","a","","","","","tk",""
"am145","28-mar-08","","","alien male 145","","m","a","t","16-jan-02","","","","","","","","","a","","","","","tk",""
"am146","28-mar-08","","","alien male 146","","m","a","t","22-jan-02","","","","","","","","","a","","","","","tk",""
"am147","28-mar-08","","","alien male 147","","m","a","t","22-jan-02","","","","","","","","","a","","","","","tk",""
"am148","28-mar-08","","","alien male 148","","m","a","t","22-jan-02","","","","","","","","","a","","","","","tk",""
"am149","22-apr-07","","","alien male 149","rafi","m","","t","24-jan-02","","","","","","","","","a","","","","","tk","also called ""rafi"", not entered under rafi in tblhyenas because there is an amboseli hyena with that same id - adw"
"am150","01-apr-08","","","alien male 150","","m","","t","29-jan-02","","","","","","","","","a","","","","","tk",""
"am151","01-apr-08","","","alien male 151","","m","","t","27-jan-02","","","","","","","","","a","","","","","tk",""
"am152","01-apr-08","","","am152","","m","","t","23-feb-02","","","","","","","","","a","","","","","tk",""
"am153","01-apr-08","","","alien male 153","","m","","t","27-feb-02","","","","","","","","","a","","","","","tk",""
"am154","01-apr-08","","","alien male 154","","m","","t","28-feb-02","","","","","","","","","a","","","","","tk",""
"am155","01-apr-08","","","alien male 155","","m","","t","06-mar-02","","","","","","","","","a","","","","","tk",""
"am156","01-apr-08","","","alien male 156","","m","","t","07-mar-02","","","","","","","","","a","","","","","tk",""
"am157","01-apr-08","","","alien male 157","","m","","t","07-mar-02","","","","","","","","","a","","","","","tk",""
"am158","01-apr-08","","","alien male 158","","m","","t","15-mar-02","","","","","","","","","a","","","","","tk",""
"am159","01-apr-08","","","alien male 159","","m","","t","18-mar-02","","","","","","","","","a","","","","","tk",""
"am160","01-apr-08","","","alien male 160","","m","","t","18-mar-02","","","","","","","","","a","","","","","tk",""
"am161","01-apr-08","","","alien male 161","","m","","t","23-mar-02","","","","","","","","","a","","","","","tk",""
"am162","01-apr-08","","","alien male 162","","m","","t","24-mar-02","","","","","","","","","a","","","","","tk",""
"am163","01-apr-08","","","alien male 163","","m","","t","25-mar-02","","","","","","","","","a","","","","","tk",""
"am164","01-apr-08","","","alien male 164","","m","","t","25-mar-02","","","","","","","","","a","","","","","tk",""
"am165","01-apr-08","","","alien male 165","","m","","t","24-mar-02","","","","","","","","","a","","","","","tk",""
"am166","01-apr-08","","","alien male 166","","m","","t","10-apr-02","","","","","","","","","a","","","","","tk",""
"am167","01-apr-08","","","alien male 167","","m","","t","15-apr-02","","","","","","","","","a","","","","","tk",""
"am168","01-apr-08","","","alien male 168","","m","","t","22-apr-02","","","","","","","","","a","","","","","tk",""
"am169","01-apr-08","","","alien male 169","","m","","t","22-may-02","","","","","","","","","a","","","","","tk",""
"am170","01-apr-08","","","alien male 170","","m","","t","30-may-02","","","","","","","","","a","","","","","tk",""
"am171","01-apr-08","","","alien male 171","","m","","t","30-may-02","","","","","","","","","a","","","","","tk",""
"am172","01-apr-08","","","am172","","m","","t","","","","","","","","","","a","","","","","",""
"am173","01-apr-08","","","am173","","m","","t","","","","","","","","","","a","","","","","",""
"am174","01-apr-08","","","am174","","m","","t","","","","","","","","","","a","","","","","",""
"am175","01-apr-08","","","am175","","","","t","","","","","","","","","","a","","","","","",""
"am177","01-apr-08","","","am177","","m","","t","","","","","","","","","","a","","","","","",""
"am179","01-apr-08","","","alien male 179","","m","","t","","","","","","","","","","a","","","","","",""
"am180","01-apr-08","","","alien male 180","","m","","t","","","","","","","","","","a","","","","","",""
"am181","01-apr-08","","","alien male 181","","m","","t","","","","","","","","","","a","","","","","",""
"am182","01-apr-08","","","alien male 182","","m","","t","","","","","","","","","","a","","","","","",""
"am183","01-apr-08","","","alien male 183","","m","","t","","","","","","","","","","a","","","","","",""
"am186","01-apr-08","","","am186","","m","","t","","","","","","","","","","a","","","","","",""
"am187","01-apr-08","","","am187","","m","","t","","","","","","","","","","a","","","","","",""
"am188","01-apr-08","","","am188","","m","","t","","","","","","","","","","a","","","","","",""
"am189","01-apr-08","","","am189","","m","","t","","","","","","","","","","a","","","","","",""
"am190","01-apr-08","","","am190","","m","","t","","","","","","","","","","a","","","","","",""
"am191","01-apr-08","","","am191","","m","","t","","","","","","","","","","a","","","","","",""
"am194","01-apr-08","","","am194","","m","","t","","","","","","","","","","a","","","","","",""
"am195","01-apr-08","","","am195","","m","","t","","","","","","","","","","a","","","","","",""
"am196","01-apr-08","","","am196","","m","","t","","","","","","","","","","a","","","","","",""
"am197","01-apr-08","","","am197","","m","","t","","","","","","","","","","a","","","","","",""
"am198","01-apr-08","","","am198","","m","","t","","","","","","","","","","a","","","","","",""
"am200","01-apr-08","","","am200","","m","","t","","","","","","","","","","a","","","","","",""
"am201","01-apr-08","","","alien male 201","","m","","t","","","","","","","","","","a","","","","","",""
"am202","01-apr-08","","","alien male 202","","m","","t","","","","","","","","","","a","","","","","",""
"am203","01-apr-08","","","alien male 203","","m","","t","","","","","","","","","","a","","","","","",""
"am205","01-apr-08","","","alien male 205","","m","","t","","","","","","","","","","a","","","","","",""
"am206","01-apr-08","","","alien male 206","","m","","t","","","","","","","","","","a","","","","","",""
"am207","01-apr-08","","","alien male 207","","m","","t","","","","","","","","","","a","","","","","",""
"am209","01-apr-08","","","alien male 209","","m","","t","","","","","","","","","","a","","","","","",""
"am211","01-apr-08","","","alien male 211","","m","","t","","","","","","","","","","a","","","","","",""
"am212","01-apr-08","","","alien male 212","","m","","t","","","","","","","","","","a","","","","","",""
"am215","01-apr-08","","","alien male 215","","m","","t","04-oct-04","","","","","","","","","a","","","","","",""
"am216","01-apr-08","","","alien male 216","","m","","t","","","","","","","","","","a","","","","","",""
"am217","01-apr-08","","","alien male 217","","m","","t","","","","","","","","","","a","","","","","",""
"am218","01-apr-08","","","alien male 218","","m","","t","","","","","","","","","","a","","","","","",""
"am219","01-apr-08","","","alien male 219","","m","","t","","","","","","","","","","a","","","","","",""
"am22","11-nov-16","","","alien male 22","","m","a","t","02-feb-98","","02-feb-98","","","","","","","u","","","","talek","tk",""
"am220","01-apr-08","","","alien male 220","","m","","t","","","","","","","","","","a","","","","","",""
"am221","01-apr-08","","","alien male 221","","m","","t","","","","","","","","","","a","","","","","",""
"am222","01-apr-08","","","alien male 222","","m","","t","","","","","","","","","","a","","","","","",""
"am223","01-apr-08","","","alien male 223","","m","","t","","","","","","","","","","a","","","","","",""
"am224","01-apr-08","","","alien male 224","","m","","t","","","","","","","","","","a","","","","","",""
"am225","01-apr-08","","","alien male 225","","m","","t","","","","","","","","","","a","","","","","",""
"am226","01-apr-08","","","alien male 226","","m","","t","","","","","","","","","","a","","","","","",""
"am228","01-apr-08","","","alien male 228","","m","","t","","","","","","","","","","a","","","","","",""
"am229","01-apr-08","","","alien male 229","","m","","t","","","","","","","","","","a","","","","","",""
"am23","11-nov-16","","","alien male 23","","m","a","t","05-feb-98","","05-feb-98","","","","","","","u","","","","talek","tk",""
"am230","01-apr-08","","","alien male 230","","m","","t","","","","","","","","","","a","","","","","",""
"am235","01-apr-08","","","alien male 235","","m","","t","","","","","","","","","","a","","","","","",""
"am2a","11-nov-16","","","alien male 22 (repeated)","","m","a","t","13-jun-98","","13-jun-98","","","","","","","u","","","","talek","tk",""
"am2b","11-nov-16","","","alien male 23 (repeated)","","m","a","t","24-jun-98","","24-jun-98","","","","","","","u","","","","talek","tk",""
"am306","","","","alien male 306","","m","","","","","","","","","","","","a","","","","","",""
"am49","11-nov-16","","","alien male 49","","m","a","t","13-feb-99","","13-feb-99","","","","","","","u","","","","talek","tk",""
"am51","11-nov-16","","","alien male 51","","m","a","t","15-feb-99","","15-feb-99","","","","","","","u","","","","talek","tk",""
"am52","11-nov-16","","","alien male 52","","m","a","t","20-apr-99","","20-apr-99","","","","","","","u","","","","talek","tk",""
"am53","27-may-15","","","am53","","m","a","t","09-aug-99","","09-aug-99","","","","","","","d","","","","talek","tk",""
"am54","01-apr-08","","","am54","","m","a","t","14-aug-99","","","","","","","","","a","","","","","tk",""
"am55","27-may-15","","","am55","","m","a","t","17-aug-99","","17-aug-99","","","","","","","d","","","","talek","tk",""
"am56","27-may-15","","","am56","","m","a","t","28-aug-99","","28-aug-99","","","","","","","d","","","","talek","tk",""
"am57","27-may-15","","","am57","","m","a","t","28-aug-99","","28-aug-99","","","","","","","d","","","","talek","tk",""
"am58","01-apr-08","281","","am58","","","","t","10-sep-99","","","","","","","","","a","","","","","tk",""
"am59","01-apr-08","","","am59","","","","t","28-sep-99","","","","","","","","","a","","","","","tk",""
"am5a","17-nov-16","","","alien male 5 (repeated)","","m","a","t","02-dec-95","","02-dec-95","","","","","","","u","","","","talek","tk",""
"am60","","","","am60","","","","","29-sep-99","","","","","","","","","a","","","","","tk",""
"am61","01-apr-08","","","am61","","m","","t","26-oct-99","","","","","","","","","a","","","","","tk",""
"am62","01-apr-08","","","am62","","m","","t","25-nov-99","","","","","","","","","a","","","","","tk",""
"am63","01-apr-08","","","am63","","m","","t","04-dec-99","","","","","","","","","a","","","","","tk",""
"am65","01-apr-08","287","","am65","","m","","t","26-nov-99","","","","","","","","","a","","","","","tk",""
"am66","01-apr-08","","","am66","","m","","t","10-dec-99","","","","","","","","","a","","","","","tk",""
"am67","01-apr-08","","","am67","","m","","t","","","","","","","","","","a","","","","","tk",""
"am68","01-apr-08","","","am68","","m","","t","","","","","","","","","","a","","","","","tk",""
"am69","01-apr-08","","","am69","","m","","t","","","","","","","","","","a","","","","","tk",""
"am71","01-apr-08","","","am71","","m","","t","06-jul-00","","","","","","","","","a","","","","","tk",""
"am72","01-apr-08","","","am72","","m","","t","06-jul-00","","","","","","","","","a","","","","","tk",""
"am73","01-apr-08","","","am73","","m","","t","06-jul-00","","","","","","","","","a","","","","","tk",""
"am74","01-apr-08","","","am74","","m","","t","07-jul-00","","","","","","","","","a","","","","","tk",""
"am75","01-apr-08","","","am75","","m","","t","13-oct-00","","","","","","","","","a","","","","","tk",""
"am76","01-apr-08","","","am76","","m","","t","21-oct-00","","","","","","","","","a","","","","","tk",""
"am77","01-apr-08","","","am77","","m","","t","22-oct-00","","","","","","","","","a","","","","","tk",""
"am78","01-apr-08","","","am78","","m","","t","22-oct-00","","","","","","","","","a","","","","","tk",""
"am79","01-apr-08","","","am79","","m","","t","05-dec-00","","","","","","","","","a","","","","","tk",""
"am80","01-apr-08","","","am80","","m","","t","11-dec-00","","","","","","","","","a","","","","","tk",""
"am81","01-apr-08","","","am81","","m","","t","11-dec-00","","","","","","","","","a","","","","","tk",""
"am82","01-apr-08","","","am82","","m","","t","05-feb-01","","","","","","","","","a","","","","","tk",""
"am83","","","","460","","m","","","07-feb-01","","","","","","","","","a","","","","","tk",""
"am84","01-apr-08","","","am84","","m","","t","12-feb-01","","","","","","","","","a","","","","","tk",""
"am85","01-apr-08","","","am85","","m","","t","15-feb-01","","","","","","","","","a","","","","","tk",""
"am86","01-apr-08","","","am86","","m","","t","22-feb-01","","","","","","","","","a","","","","","tk",""
"am87","01-apr-08","","","am87","","m","","t","25-feb-01","","","","","","","","","a","","","","","tk",""
"am88","01-apr-08","","","am88","","m","","t","26-feb-01","","","","","","","","","a","","","","","tk",""
"am89","01-apr-08","","","am89","","m","","t","27-feb-01","","","","","","","","","a","","","","","tk",""
"am90","01-apr-08","","","am90","","m","","t","10-mar-01","","","","","","","","","a","","","","","tk",""
"am91","01-apr-08","","","am91","","m","","t","10-mar-01","","","","","","","","","a","","","","","tk",""
"am92","01-apr-08","","","am92","","m","","t","13-mar-01","","","","","","","","","a","","","","","tk",""
"am93","01-apr-08","","","am93","","m","","t","18-mar-01","","","","","","","","","a","","","","","tk",""
"am94","01-apr-08","","","am94","","m","","t","20-mar-01","","","","","","","","","a","","","","","tk",""
"am95","01-apr-08","","","am95","","m","","t","22-mar-01","","","","","","","","","a","","","","","tk",""
"am96","01-apr-08","","","am96","","m","","t","25-mar-01","","","","","","","","","a","","","","","tk",""
"am97","01-apr-08","","","am97","","m","","t","28-mar-01","","","","","","","","","a","","","","","tk",""
"am98","01-apr-08","","","alien male 98","","m","","t","15-apr-01","","","","","","","","","a","","","","","tk",""
"am99","01-apr-08","","","alien male 99","","m","","t","16-apr-01","","","","","","","","","a","","","","","tk",""
"ama","","","","amadeus","","m","c","r","20-oct-04","","","mgn","20-sep-04","","","","","a","","","","airstrip","","amboseli"
"amaz","01-feb-16","813","","amazon","cub=piggy","f","c","r","03-jun-09","19-nov-09","","hel","15-feb-09","1","1","","","a","","","29-sep-09","talek","",""
"ambl","05-may-10","","","amble","","m","c","r","","","","diz","15-jun-09","1","","","","a","","","","mara.river","",""
"amh","17-dec-15","","","amherst","","u","c","r","06-aug-09","","15-apr-10","sam","19-jul-09","1","1","","","k","","","","talek","tk",""
"amoe","20-apr-07","","","amoeba","","m","s","r","17-aug-03","","","","","","","","","a","","","","","","amboseli: lakeveiw clan"
"anc","14-dec-16","","","anchorman","","m","a","t","09-may-91","","09-may-91","","","","","","","u","","","","talek","tk",""
"ande","18-dec-14","","","andes","","u","c","r","07-nov-13","","14-nov-13","hel","26-sep-13","","","","","k","","","","talek","tk","hel was being fed aa meat during earliest days"
"andr","18-jul-16","","","andromeda","","m","c","r","26-apr-02","10-nov-02","18-dec-02","mrph","08-mar-02","1","","","","k","","","","talek","tk","talek west m? unsure of sex dengrad calced by pat"
"ang","17-nov-16","","","angora","","m","a","t","12-nov-96","","12-nov-96","","","","","","","u","","","","talek","tk",""
"ani","21-jul-16","316","316","ani","","f","c","r","05-dec-99","03-jul-00","11-may-01","bail","17-nov-99","1","1","","","k","","","28-aug-00","talek","tk","talek dengrad calced by pat"
"ant","07-mar-16","","","antarctica","","u","c","r","06-jan-12","","26-feb-12","cen","","1","1","","","k","","","","talek","","this cub could be brgr or scmp; not possible to give this cub a dob given that we can't be sure that it exists / isn't brgr or scmp"
"ap","18-jul-16","33","","apache","","m","c","r","11-jul-88","15-jan-89","11-mar-91","coch","15-jun-88","0","1","15-jan-89","01/15/89 00:00:00","d","","","07-aug-89","talek","tk"," dengrad calced by pat"
"aprl","03-jun-15","","","april","","u","c","r","06-may-07","","18-jun-07","bel","30-apr-06","1","","","","k","unknown","","","fig.tree","tk","ein's littermate; often called bel cub in notes"
"apu","","","","apu","","m","c","r","09-feb-05","","31-dec-05","dsn","03-dec-04","1","2","","","k","","","","mara.river","",""
"aq","26-mar-08","","","acid queen","","u","c","r","11-may-92","","09-dec-92","02","07-apr-92","1","1","","","k","","09-dec-92","","talek","tk"," dengrad calced by pat"
"aqua","01-feb-16","","","aquamarine","","f","c","r","07-jun-06","01-dec-06","","mos","17-apr-06","1","2","","","a","","","08-nov-06","talek","","talek west"
"aran","","","","arran","","u","c","r","23-nov-05","","24-mar-06","eco","16-nov-05","1","2","","","a","","24-mar-06","","mara.river","",""
"arb","07-may-15","","","arbor","","f","a","t","18-jan-02","","18-jan-02","","","","","","","a","","","","mara.river","","prozac? only sighting was f449?, this hyena does not exist"
"ardw","","293","","aardwolf","","m","","n","","","","","","","","","","k","","","","","tk",""
"ari","","","","archie","","m","a","r","","","","","","","","","","a","","","","airstrip","","amboseli"
"arl","","","","arlington","","m","a","i","12-oct-09","","","","","","","","","a","","","","mara.river","",""
"arm","","386","386","armistead","","m","a","","14-jul-01","","","","","","","","","a","","","","mara.river","","prozac? darted near hyena pits near top of int lugga"
"armg","","","","armstrong","","","c","r","19-dec-04","","","rmn","12-dec-04","","","","","a","","","","oltukai","","amboseli"
"arms","21-jul-16","","","neil armstrong","","f","c","r","04-nov-10","","12-jan-11","ali","14-oct-10","1","","","","k","lions?","","","talek","tk",""
"ars","03-may-12","","","arsenal","","m","c","r","","","","koko","20-jan-09","1","2","","","a","","","","mara.river","",""
"arse","23-may-16","174","","arsenio","","f","c","r","06-may-95","22-oct-95","09-aug-96","bsh","22-mar-95","1","1","","","k","humans (us)","09-aug-96","01-apr-96","talek","tk"," dengrad calced by pat"
"art","","323","","artemis","","f","c","r","30-may-00","30-sep-00","03-jan-14","mrph","24-mar-00","1","1","","","k","humans (spear)","03-jan-14","14-dec-00","talek","tk","talek dengrad calced by pat"
"arw","06-may-15","","","arwen","carrie","f","a","r","","","08-oct-10","","","","","","","k","unk","","","fig.tree","",""
"arzu","","315","","arzu","","f","a","r","14-jul-06","","","","","","","","","a","","","","llion","","nursing 2.5 mo cub pair"
"ash","11-oct-17","","","ashland","al427","m","a","i","29-apr-13","","01-aug-16","","","","","","","d","","","","talek","tk","no record in notes on dfs, likely was in notes lost when cek's computer crashed"
"asp","26-mar-08","","","aspen","","u","c","r","","","12-dec-98","bern","30-nov-98","0","","","","k","","12-dec-98","","talek","tk"," dengrad calced by pat; there is evidence that this cub exists in the notes, but its definitely never seen (bern maternal + cub whoops) so it can't have a dfs"
"astr","","","","asteroids","","u","c","r","23-jan-07","","","atar","01-dec-06","1","2","","","a","","","","mara.river","",""
"atac","01-feb-16","632","","atacama","","f","c","r","03-jun-09","18-oct-09","","hel","15-feb-09","1","2","","","a","","","15-jul-09","talek","",""
"atar","","461","461","atari","","f","a","r","25-may-01","","","","","","","","","a","","","","mara.river","",""
"atc","20-apr-07","","","anthony cub","","f","c","r","17-aug-03","","","stth","17-jun-03","","","","","a","","","","","","amboseli hyena; clan listed as lakeview on 2004 master list"
"ath","02-mar-17","286","","athena","","f","c","r","17-jan-99","19-jul-99","31-mar-04","mrph","20-nov-98","1","1","","","k","snake bite","31-mar-04","17-dec-99","talek","tk","talek dengrad calced by pat"
"atrx","21-jul-16","","","arcteryx","","f","c","r","13-may-03","","10-feb-04","cam","08-feb-03","","","","","k","","","","talek","","talek east; dengrad calced by pat"
"ats","04-nov-16","","","atlantis","","m","a","i","30-jul-05","","25-oct-08","","","","","","","d","","","","talek","","talek west; seen w/ talek east hyena on dls, possibly dispersed there"
"avce","01-feb-16","","","avarice","","f","c","r","04-jun-10","10-jan-11","27-may-13","arg","26-feb-10","1","2","","","k","","","25-jan-11","talek","tk",""
"axum","25-jan-17","","","axum","al451","m","a","i","24-dec-13","","15-mar-16","","","","","","","d","","","","talek","",""
"ayr","","","","ayr","","f","a","t","08-may-97","","08-may-97","","","","","","","","","","","talek","tk",""
"azt","20-apr-07","","","aztec","","m","a","i","13-jun-02","","","","","","","","","a","","","","airstrip","","amboseli"
"b","21-jul-16","","","baldy","","f","c","r","25-jun-88","03-jan-89","24-jun-90","csl","15-may-88","0","1","20-dec-88","12/20/88 00:00:00","k","starvation","24-jun-90","09-jun-89","talek","tk"," dengrad calced by pat"
"bab","17-dec-15","","","baba ganoush","","f","c","r","03-dec-04","26-sep-05","","mp","30-oct-04","1","2","08-oct-05","10/08/05 00:00:00","a","","","24-aug-05","talek","",""
"babe","01-feb-16","","","babe ruth","spaz = cub name","m","c","r","06-jan-12","29-sep-12","03-may-13","aqua","25-nov-11","1","1","","","k","","","07-sep-12","talek","tk",""
"bac","18-nov-16","","","bac","","m","a","t","21-aug-95","","23-aug-95","","","","","","","u","","","","talek","tk",""
"bacc","02-mar-17","329","329","bacchus","","m","c","r","30-may-00","30-sep-00","06-oct-03","mrph","24-mar-00","1","2","","","d","","","13-dec-00","talek","tk","talek west. dengrad calced by pat"
"back","27-apr-15","417","417","outback","","f","a","r","09-may-01","","09-feb-04","","","","","","","k","","10-feb-04","","mara.river","","collar but no remains found on 2/14/2004 by tracking mortality signal"
"baez","01-feb-16","763","","baez","","f","c","r","13-feb-05","02-jul-05","","bail","16-oct-04","1","1","10-jun-05","06/10/05 00:00:00","a","","","05-aug-05","talek","",""
"baf","14-dec-16","","","blackface","","m","a","t","16-jan-90","","16-jan-90","","","","","","","u","","","","talek","tk",""
"bag","07-mar-18","86","","bag lady","","m","c","r","11-may-92","04-mar-93","22-apr-94","02","07-apr-92","1","2","","","d","","","","talek","tk"," dengrad calced by pat"
"bail","23-may-16","97","","bailey","","f","c","r","21-feb-92","28-aug-92","12-jun-07","ua","04-jan-92","0","1","","","k","croc","12-jun-07","11-apr-93","talek","tk","talek west. dengrad calced by pat"
"baj","18-jul-16","84","","bajera","","m","c","r","11-jan-93","01-jan-94","18-nov-96","bb","01-jan-93","1","2","","","d","","","14-sep-93","talek","tk"," dengrad calced by pat"
"bal","18-jul-16","104","","ballou","","m","c","r","11-jan-93","19-mar-94","03-aug-97","bb","01-jan-93","1","1","","","d","","","14-sep-93","talek","tk"," dengrad calced by pat"
"balt","","","","baltic","","u","c","r","02-jan-04","","","chn","02-nov-03","","","","","a","","","","oltukai","","amboseli"
"bar","20-apr-07","","","baron","","u","a","","02-sep-03","","","","","","","","","a","","","","","","amboseli"
"barn","18-sep-08","","","barney","","m","c","r","15-dec-05","22-sep-06","11-dec-06","dsn","01-dec-05","1","2","22-sep-06","09/22/06 00:00:00","k","darting complications","10-dec-06","","mara.river","",""
"basi","20-apr-07","","","basie","","m","a","i","15-jun-02","","","","","","","","","a","","","","airstrip","","amboseli"
"bass","21-jul-16","319","319","bass","","f","c","r","26-jul-00","18-mar-01","22-jun-01","amar","25-jun-00","1","1","","","k","","","","talek","tk","talek east. dengrad calced by pat"
"bata","01-feb-16","","","bata","barry=cubname","m","c","r","06-jan-12","29-jun-12","20-dec-13","hex","16-nov-11","1","2","","","d","","","23-sep-12","talek","","seemed to be dispersing to talek east"
"bay","26-mar-08","","","jeffrey's bay","","u","c","r","07-nov-96","","12-jan-97","jab","13-oct-96","1","1","","","k","","12-jan-97","","talek","tk"," dengrad calced by pat"
"bbc","06-may-15","","","bbc","","f","a","r","","","16-nov-11","","","","","","","k","unk","","","fig.tree","","old ft female"
"bbd","","","","barbados","","f","c","r","06-feb-05","","","maya","20-jan-05","","","","","a","","","","airstrip","","amboseli"
"bc","18-jul-16","152","","bascom","","m","c","r","03-feb-95","","24-jun-95","gol","20-jan-95","0","","","","k","lions","23-jun-95","","talek","tk"," dengrad calced by pat"
"bca","18-dec-14","","","barcelona","al138","m","a","i","21-sep-02","","07-aug-11","","","","","","","d","","","","talek","tk","talek west"
"bcc","","421","","becca","","f","a","r","12-jul-08","","12-jul-08","","","","","","","a","","","","musiara","","darted 7/12/08 for bbc crew"
"bdad","15-jun-15","586","","baghdad","al440","m","a","i","16-sep-13","","","","","","","","","a","","","","fig.tree","",""
"bdc","","863","","boadicea","","f","s","r","","","","","","","","","","a","","","","mara.river","","darted 9/10/05 by ok den"
"bea","19-aug-16","","","beatles","","m","c","r","","","30-nov-94","bail","26-nov-94","0","","","","k","","30-nov-94","","talek","tk"," dengrad calced by pat; dates provided by paula, keh trusts. cannot be given a dfs as it is never seen in notes"
"bean","26-mar-08","","","mr. bean","","u","c","r","11-apr-99","","01-jun-99","bsh","14-mar-99","0","","","","k","starvation","01-jun-99","","talek","tk"," dengrad calced by pat"
"bec","01-may-15","","","becky","","u","c","r","08-jan-02","","11-jan-02","wnd","24-dec-01","1","2","","","k","","11-jan-02","","mara.river","",""
