"id","last_updated","sample_id","eartag","name","prev_id","sex","age_class","status","first_seen","den_grad","disappeared","mom","birthdate","number_littermates","litrank","arrived_den","leave_den","fate","mortality_source","death_date","weaned","clan","park","misc_notes"
"3fg","17-nov-16","","","3-footed guy","","m","a","t","29-jul-96","","07-aug-96","","","","","","","u","","","","talek","tk",""
"twb","17-nov-16","","","twin b nicks","","m","a","t","15-jul-96","","15-jul-96","","","","","","","u","","","","talek","tk",""
"sim","17-nov-16","179","","simon","","m","a","i","28-jun-96","","17-mar-00","","","","","","","k","humans (us)","","","talek","tk","talek"
"hart","04-nov-16","","","hartford","al391","m","a","i","20-mar-12","","11-jun-12","","","","","","","d","","","","talek","","possibly headed to southern comfort when dispersing"
"csg","17-nov-16","","","corporal stripe guy","","m","a","t","18-jun-96","","24-jun-96","","","","","","","u","","","","talek","tk",""
"dsg","17-nov-16","","","double stripe guy","","m","a","t","18-jun-96","","21-jun-96","","","","","","","u","","","","talek","tk",""
"bnz","17-nov-16","","","bnz","","m","a","t","17-jun-96","","17-jun-96","","","","","","","u","","","","talek","tk",""
"rich","17-nov-16","","","rich","","m","a","t","03-feb-96","","14-jun-96","","","","","","","u","","","","talek","tk",""
"etp","17-nov-16","","","enterprise","","m","a","t","17-may-96","","11-jun-96","","","","","","","u","","","","talek","tk",""
"gob","17-nov-16","167","","goblin","","m","a","i","07-may-96","","09-jun-02","","","","","","","d","","","","talek","tk","talek"
"pos","17-nov-16","172","","poseidon","","m","a","i","31-jan-96","","25-mar-99","","","","","","","u","","","","talek","tk",""
"ran","17-nov-16","","","right a nick","","m","a","t","28-jan-96","","28-jan-96","","","","","","","u","","","","talek","tk",""
"alo","17-nov-16","166","","apollo","","m","a","i","28-dec-95","","24-jun-96","","","","","","","u","","","","talek","tk",""
"am06","17-nov-16","","","alien male # 6","","m","a","t","21-dec-95","","21-dec-95","","","","","","","u","","","","talek","tk",""
"bitb","17-nov-16","","","bit-bobbit","","m","a","t","20-dec-95","","20-dec-95","","","","","","","u","","","","talek","tk",""
"xman","17-nov-16","163","","x-man","","m","a","t","10-dec-95","","10-dec-95","","","","","","","u","","","","talek","tk",""
"uu","23-nov-16","","","uu","","m","a","t","03-apr-92","","03-apr-92","","","","","","","u","","","","talek","tk",""
"brig","23-nov-16","","","brigadier","","m","a","t","03-apr-92","","09-may-92","","","","","","","u","","","","talek","tk",""
"tman","23-nov-16","","","t-man","","m","a","t","28-dec-91","","06-may-92","","","","","","","u","","","","talek","tk",""
"bspo","13-dec-16","","","bsp","","m","a","t","17-nov-91","","17-nov-91","","","","","","","u","","","","talek","tk",""
"xbc","23-nov-16","","","xbc","","m","a","t","28-nov-91","","28-nov-91","","","","","","","u","","","","talek","tk","notes say 'belive he has gone n to embryo clan?'"
"rtt","13-dec-16","","","rtt","","m","a","t","17-nov-91","","17-nov-91","","","","","","","u","","","","talek","tk",""
"lcb","13-dec-16","","","left c bite","","m","a","t","17-nov-91","","17-nov-91","","","","","","","u","","","","talek","tk",""
"rrf","13-dec-16","","","right f","","m","a","t","15-nov-91","","15-nov-91","","","","","","","u","","","","talek","tk",""
"dleg","13-dec-16","","","dleg","","m","a","t","09-sep-91","","09-sep-91","","","","","","","u","","","","talek","tk",""
"tles","13-dec-16","","","tailless","","f","a","t","09-sep-91","","09-sep-91","","","","","","","u","","","","talek","tk",""
"harp","13-dec-16","","","harpo","","m","a","t","05-sep-91","","05-sep-91","","","","","","","u","","","","talek","tk",""
"grch","13-dec-16","","","groucho","","m","a","t","05-sep-91","","05-sep-91","","","","","","","u","","","","talek","tk",""
"zep","13-dec-16","","","zeppo","","m","a","t","05-sep-91","","05-sep-91","","","","","","","u","","","","talek","tk",""
"ico","13-dec-16","","","ico","","f","a","t","01-sep-91","","09-sep-91","","","","","","","u","","","","talek","tk",""
"burs","13-dec-16","","","burst","","m","a","t","01-sep-91","","01-sep-91","","","","","","","u","","","","talek","tk",""
"fa","13-dec-16","70","","funk arrow","la","m","a","i","31-aug-91","","09-feb-98","","","","","","","u","","","","talek","tk",""
"cowb","13-dec-16","","","cowboy","","m","a","t","11-aug-91","","12-aug-91","","","","","","","u","","","","talek","tk",""
"lcd","14-dec-16","","","left c dot","","m","s","i","12-nov-89","","10-mar-90","","","","","","","d","","","","talek","tk",""
"rtrf","14-dec-16","","","right roof1","","m","a","t","03-nov-89","","15-nov-89","","","","","","","u","","","","talek","tk",""
"og","14-dec-16","","","oliver guy","","m","a","t","25-sep-89","","25-sep-89","","","","","","","u","","","","talek","tk",""
"sy","14-dec-16","21","","sideways y","","m","a","i","17-sep-89","","12-feb-97","","","","","","","u","","","","talek","tk",""
"ry","14-dec-16","","","right ""y""","","m","a","i","17-sep-89","","11-jul-92","","","","","","","d","","","","talek","tk",""
"i3","14-dec-16","","","i3","","m","a","i","08-sep-89","","16-sep-91","","","","","","","d","","","","talek","tk",""
"mi","14-dec-16","","","mi on butt","","m","a","t","06-sep-89","","01-oct-89","","","","","","","u","","","","talek","tk",""
"quo","14-dec-16","13","","quotes","","m","a","i","06-sep-89","","07-jan-92","","","","","","","d","","","","talek","tk",""
"vd","14-dec-16","14","","v-dot","","m","a","i","29-may-89","","07-jul-91","","","","","","","d","","","","talek","tk",""
"joe","14-dec-16","","","joe","","m","a","t","01-jan-89","","01-jan-89","","","","","","","d","","","","talek","tk",""
"hip","14-dec-16","","","hippie","","m","s","i","20-dec-88","","06-sep-89","","","","","","","d","","","","talek","tk",""
"x145","14-dec-16","","","140:25","","m","a","t","08-oct-88","","08-oct-88","","","","","","","u","","","","talek","tk",""
"x148","14-dec-16","","","140:26,28","","m","a","t","08-oct-88","","08-oct-88","","","","","","","u","","","","talek","tk",""
"x142","14-dec-16","","","140:20","","m","a","t","08-oct-88","","08-oct-88","","","","","","","u","","","","talek","tk",""
"x139","14-dec-16","","","139:last; 140:3","","m","a","t","04-oct-88","","04-oct-88","","","","","","","u","","","","talek","tk",""
"x146","14-dec-16","","","140:6,7,9,12","","m","a","t","04-oct-88","","04-oct-88","","","","","","","u","","","","talek","tk",""
"glub","14-dec-16","","","glub","","m","a","t","27-sep-88","","30-oct-88","","","","","","","u","","","","talek","tk",""
"sin","14-dec-16","","","sinner","","m","s","t","14-sep-88","","14-sep-88","","","","","","","u","","","","talek","tk",""
"gene","15-dec-16","","","gene","","m","a","t","10-sep-88","","10-sep-88","","","","","","","u","","","","talek","tk",""
"nic","15-dec-16","","","nicholas","","m","a","t","05-sep-88","","05-sep-88","","","","","","","u","","","","talek","tk",""
"quai","28-jul-16","28","","quail","qua","m","s","i","05-sep-88","","21-jun-93","","","","","","","u","","","","talek","tk",""
"har","15-dec-16","","","harry","","m","s","t","05-sep-88","","05-sep-88","","","","","","","u","","","","talek","tk",""
"tom","15-dec-16","","","tom","","m","a","i","01-jul-88","","13-jul-89","","","","","","","d","","","","talek","tk",""
"x896","15-dec-16","","","89:6,13","","m","a","t","25-aug-88","","25-aug-88","","","","","","","u","","","","talek","tk",""
"x135","15-dec-16","","","133:5","","m","","t","22-aug-88","","22-aug-88","","","","","","","u","","","","talek","tk",""
"x131","15-dec-16","","","131:12-14","","m","","t","16-aug-88","","16-aug-88","","","","","","","u","","","","talek","tk",""
"hvy","15-dec-16","","","harvey","","m","a","i","01-sep-88","","01-nov-89","","","","","","","d","","","","talek","tk",""
"fred","15-dec-16","","","fred","","m","a","t","30-jul-88","","30-oct-88","","","","","","","u","","","","talek","tk",""
"ice","15-dec-16","","","icetongs","","m","a","t","24-jul-88","","24-jul-88","","","","","","","u","","","","talek","tk",""
"oryx","15-dec-16","","","oryx","","m","a","t","04-jul-88","","19-jul-88","","","","","","","u","","","","talek","tk",""
"hlc","15-dec-16","","","huge left c-scoop","","m","a","i","01-jul-88","","","","","","","","","u","","","","talek","tk",""
"pete","15-dec-16","","","pete","pt","m","a","i","27-jul-88","","25-may-89","","","","","","","d","","","","talek","tk","a hyena from 1991 shares the previous id (pt) but they are different individuals"
"carl","15-dec-16","","","carl","","m","a","i","01-jul-88","","26-may-89","","","","","","","d","","","","talek","tk",""
"nb","15-dec-16","","","nancy boy","","m","a","i","26-jun-88","","30-jun-89","","","","","","","d","","","","talek","tk",""
"phx","15-dec-16","","","phoenix","","m","a","i","25-jun-88","","09-jun-89","","","","","","","d","","","","talek","tk",""
"spec","15-dec-16","","","spectacles","","m","a","i","15-aug-87","","18-may-89","","","","","","","d","","","","talek","tk",""
"rain","15-dec-16","","","rainbow","","m","a","i","01-aug-87","","20-jul-88","","","","","","","u","","","","talek","tk",""
"wil","15-dec-16","","","wilbur","","m","a","i","01-aug-87","","02-feb-89","","","","","","","u","","","","talek","tk",""
"gar","15-dec-16","","","edgar","","m","a","i","01-aug-87","","08-oct-88","","","","","","","u","","","","talek","tk",""
"alv","15-dec-16","","","alvin","","m","a","i","01-aug-87","","31-jul-88","","","","","","","u","","","","talek","tk",""
"qm","15-dec-16","","","qm","","m","a","i","01-aug-87","","09-jun-89","","","","","","","d","","","","talek","tk",""
"en","15-dec-16","47","","8th notes","written as a notes symbol","m","a","i","01-jul-87","","25-aug-94","","","","","","","d","","","","talek","tk",""
"1019","15-dec-16","16","","101:9","","m","a","i","15-oct-86","","09-nov-91","","","","","","","k","","","","talek","tk",""
"and","15-dec-16","","","andrew","","m","a","i","25-sep-86","","28-jan-89","","","","","","","d","","","","talek","tk",""
"mpt","15-dec-16","","","male pt","","m","a","i","01-sep-86","","02-sep-88","","","","","","","u","","","","talek","tk",""
"66:9","15-dec-16","","","66:9","","m","a","i","01-jul-86","","23-jul-88","","","","","","","u","","","","talek","tk",""
"se","15-dec-16","","","snake eyes","","m","a","i","30-jun-85","","23-jul-89","","","","","","","d","","","","talek","tk",""
"65","15-dec-16","","","male 65","","m","a","i","01-aug-80","","06-dec-90","","","","","","","k","lions","","","talek","tk",""
"tena","13-jul-17","","","tenacity","ribbon","m","c","r","02-jul-16","29-jul-16","","odd","02-aug-15","0","","","","a","","","","talek","tk",""
"saka","23-jan-17","","","lusaka","al523","m","a","i","01-aug-16","","","","","","","","","a","","","","talek","tk",""
"risk","24-aug-18","","","risk","","","c","r","09-aug-16","08-jan-17","29-nov-16","adon","28-jun-16","","","","","a","","","","talek","tk",""
"sord","13-jul-17","","","lightly fried swordfish fillet","","m","c","r","29-jun-16","07-oct-16","","styr","14-feb-16","1","1","","","a","","","","talek","tk","kcm hyena"
"sprl","28-nov-17","","","spiral fried potatoes","","f","c","r","29-jun-16","04-oct-16","24-dec-16","styr","14-feb-16","1","2","","","k","","","","talek","tk","kcm hyena"
"clrn","23-jan-17","","","chlorine","","f","s","r","26-jun-16","","","yog","26-apr-15","","","","","a","","","","talek","tk","graduated on or before dfs"
"muga","04-dec-17","","","robert mugabe","gluc","m","c","r","29-oct-14","","10-nov-16","roos","28-mar-14","0","","","","u","","","","talek","",""
"toad","04-dec-17","585","","toad","spot, oxy","f","c","r","18-mar-14","","10-dec-16","cart","18-aug-13","1","1","","","k","","","","talek","","the name oxy was later assigned to a different hyena"
"grey","23-jan-17","582","","jean grey","","m","c","r","26-nov-13","","28-jul-16","pot","17-sep-13","1","","","","d","","","","fig.tree","","dispersed to talek west on 7/28/16"
"knot","26-jan-17","592","","knot","cntm","f","c","r","23-oct-14","","","buar","23-aug-14","1","1","","","a","","","","talek","",""
"nybl","26-jan-17","598","","nyble","dbel","m","c","r","23-oct-14","","24-jun-15","buar","23-aug-14","1","2","","","k","unk","24-jun-15","","talek","","all tissue samples read unid, with 598"
"lord","18-apr-18","","","lord of the dance","","","c","r","23-nov-16","22-aug-17","","chco","22-oct-16","1","1","","","a","","","","talek","tk","either lord or chco were first confirmed on 12/10/2016"
"nago","27-nov-17","","","anago","","f","c","r","31-jul-16","07-oct-16","12-jun-17","hrpy","29-jan-16","","","","","k","humans (hit by car)","12-jun-17","","talek","tk",""
"figu","22-nov-17","","","five guys","","","c","r","25-nov-16","","25-nov-16","brgr","03-nov-16","0","","","","k","","","","talek","tk",""
"ambe","20-apr-07","","","amber","","f","c","r","05-aug-03","","","cray","14-apr-03","","","","","a","","","","oltukai","",""
"trus","10-oct-17","","","taurus","","m","c","r","21-may-14","","","twst","02-dec-13","1","2","","","a","","","","talek","","dispersed to kcm 1/22/17"
"oxy","02-aug-18","","","oxygen","","","c","r","05-dec-16","","10-jan-17","yog","29-oct-16","1","2","","","a","","","","talek","tk","one of flur and oxy was first seen on 12/17/2016"
"lari","02-aug-18","","","calamari","heart","m","c","r","13-dec-16","23-oct-17","","byte","31-oct-16","1","2","","","a","","","","talek","tk",""
"moos","03-aug-18","","","moose","","m","c","r","23-sep-17","","","lugi","04-aug-17","0","","","","a","","","","talek","","pond"
"goku","02-aug-18","","","goku","","f","c","r","13-mar-17","27-oct-17","","alfe","23-jan-17","1","","","","a","","","","talek","tk","pond"
"luxy","02-aug-18","","","luxy","","f","c","r","25-mar-17","13-dec-17","","lust","03-feb-17","1","1","","","a","","","","talek","tk","main doc"
"hrtz","06-dec-17","","","hertz","","m","c","r","25-jul-16","09-may-17","","buar","19-jul-16","","","","","a","","","","talek","tk","one of nano and hrtz was seen on aug 4th, but we can't tell them apart so we give both cubs the earlier date"
"hach","13-jul-17","","","richard hatch","eggplant","m","c","r","29-jun-16","07-oct-16","","cybr","12-jan-16","","","","","a","","","","talek","tk",""
"hail","13-jul-17","","","hail","","f","c","r","29-jun-16","04-oct-16","","pbut","29-dec-15","1","1","","","a","","","","talek","tk",""
"erek","13-jul-17","","","eureka","","f","s","r","26-jun-16","","","dk","26-jul-15","1","1","","","a","","","","talek","tk","graduated on or before dfs"
"bind","13-jul-17","","","bindi","pyramid","f","s","r","29-jun-16","22-aug-16","","tian","29-aug-15","0","","","","a","","","","talek","tk",""
"jame","14-jul-17","","","yahya jammeh","","m","s","r","17-jun-16","","","roos","17-apr-15","1","","","","a","","","","talek","tk","graduated on or before dfs"
"wama","14-jul-17","","","wolframalpha","","m","s","r","09-may-16","","","bab","01-aug-15","1","2","","","a","","","","talek","tk","graduated on or before dfs"
"dugo","14-jul-17","","","duckduckgo","spooky","","s","r","09-may-16","","","bab","01-aug-15","1","1","","","a","","","","talek","tk","graduated on or before dfs"
"pica","11-oct-17","596","","pica","","m","c","r","21-feb-14","","","buar","17-jan-14","","","","","a","","","29-jun-14","talek","","dispersed to talek west (kcm) on 2/20/17"
"mgdi","17-jul-17","","","magadi","","m","c","r","27-dec-13","","","lu","05-dec-13","1","","","","a","","","","fig.tree","","dispersed to talek west (pond)"
"pene","17-jul-17","","","penne","penn","m","c","r","09-jun-10","12-nov-10","15-nov-16","guci","03-apr-10","","","","","k","unknown","26-nov-16","20-jul-11","talek","",""
"tiq","12-apr-18","","","tawfiq","cherry","m","c","r","13-dec-16","19-jul-17","","neon","28-oct-16","1","1","","","a","","","","talek","tk",""
"406","","406","406","ear tag 406","","m","","r","27-feb-01","","","","","","","","","a","","","","scomfort","tk","sss we think this is actually f406 misidentified as a male, as no male 406 exists in tbldarting or appears to have been darted in the notes. we don't have enough information to make an official call one way or the other."
"492","","492","492","female 492","","f","","o","28-aug-00","","","","","","","","","a","","","","scomfort","tk","referred to as both f492 and 492"
"mxm","27-apr-15","387","387","maximus","maxim","m","a","t","08-jul-01","","08-jul-01","","","","","","","a","","","","mara.river","","prozac?"
"f420","23-jul-18","420","420"," female 420","anne on darting sheet. m420 previously in tblhyena","f","","","04-jun-00","","","","","","","","","a","","","","scomfort","","from darting table"
"crs","26-may-15","","","crs","","","","","28-aug-99","","23-oct-99","","","","","","","u","","","","talek","tk","shows up in only a handful of sessions. has no mom, displays no behaviors that could act as evidence to give it one. not going to be possible to give this one a dob"
"slx","07-mar-16","","","scylax","","u","c","r","","","25-jul-00","ali","19-jul-00","","","","","k","","","","talek","tk","this cub has no evidence of existing in the notes or tblreprostates - can't give a dfs"
"mgl","14-aug-18","","","mogli","","u","c","r","13-feb-94","","05-mar-94","bb","25-jan-94","0","","","","k","","05-mar-94","","talek","tk"," dengrad calced by pat;"
"wabn","10-apr-18","","","waban","al550","m","a","i","26-sep-17","","","","","","","","","a","","","","talek","","main doc; den grad date unknown"
"lyle","02-feb-16","809","809","lyle","google (goog), bandit","f","c","r","30-may-09","24-jun-09","20-apr-12","bab","30-oct-08","0","","","","k","","","11-jun-09","talek","tk","dfs was first and last time seen nursing, at 8mo of age - not too much info"
"mdsa","12-apr-18","","","medusozoa","storm","","c","r","03-mar-17","28-jul-17","","amaz","26-jan-17","1","2","","","a","","","","talek","tk","main doc"
"mang","03-feb-15","","","mama ngina","possibly 'masng'","u","c","r","19-mar-12","","15-may-12","lyle","11-dec-11","1","1","","","k","","","","talek","","""masng"" was a mistake entry that has been deleted - dup of this hyena. masng had no info not found here"
"frta","02-aug-18","","","fritatta","lighter","f","c","r","17-dec-16","22-oct-18","","tgpi","03-nov-16","1","1","","","a","","","","talek","tk",""
"sano","07-sep-18","","","sandy koufax","","m","c","r","04-jan-17","23-sep-17","","aqua","22-nov-16","0","","","","a","","","","talek","tk","pond"
"chld","12-apr-18","","","child's pose","","m","c","r","23-nov-16","15-aug-17","","chco","22-oct-16","1","2","","","a","","","","talek","tk","either lord or chco was first confirmed on 12/10/2016"
"m404","","404","404","male 404","f404","m","","r","19-may-00","","","","","","","","","a","","","","fig.tree","","from darting table"
"cupi","03-aug-18","","","ok cupid","","f","c","r","25-mar-17","13-jan-18","","lust","03-feb-17","1","2","","","a","","","","talek","tk","main doc"
"nym","02-aug-18","","","nymeria","","f","c","r","13-feb-17","06-oct-17","","bnt","05-dec-16","1","1","","","a","","","","talek","tk","pond"
"milo","02-aug-18","","","milo","milo","f","c","r","04-jan-17","","27-apr-17","goof","06-oct-16","1","2","","","a","","","","talek","tk","pond"
"simo","10-nov-17","","","simone biles","kiti","f","c","r","22-jan-17","","","baez","28-oct-16","0","","","","a","","","","talek","tk","main doc"
"mrci","02-aug-18","","","marceline","","m","c","r","20-jan-17","21-nov-17","","umbr","19-nov-16","0","","","","a","","","","talek","tk","main doc"
"mth","14-aug-18","","","moth","moth, moth","u","c","r","15-apr-05","","18-jun-12","who","","","","","","k","","","","talek","","talek east, first seen as a cub in 2005; still alive in notes on 10/24/2008; goes long periods without being seen; consolidated with moth id by sss as per kay decision"
"glo","12-apr-18","","","glory general shop","wiggles","f","c","r","13-dec-16","19-jul-17","","neon","28-oct-16","1","2","","","a","","","","talek","tk",""
"tgly","06-dec-17","","","tiger lily","dotty","m","c","r","24-nov-16","06-jun-17","","maa","17-oct-16","0","","","","a","","","","talek","tk",""
"crst","02-aug-18","","","cristo redentor","","m","c","r","18-nov-16","16-jun-17","","hel","28-oct-16","1","2","","","a","","","","talek","tk","one of crst or ica was first confirmed on 12/10/2016"
"tulp","03-aug-18","","","tulip","dingus","u","c","r","22-sep-17","","","maa","11-aug-17","1","","","","a","","","","talek","","main doc"
"bowl","03-aug-18","","","bowline","","f","c","r","25-sep-17","","","knot","21-aug-17","0","","","","a","","","","talek","","main doc"
"dogp","11-apr-18","","","dogpile","","u","c","r","08-aug-17","","","bab","15-feb-17","","","","","a","","","","talek","","kcm"
"leo","11-apr-18","","","leo","spud","f","c","r","25-jul-17","","","twst","25-may-17","1","1","","","a","","","","talek","","main doc"
"slug","11-apr-18","","","slug","","m","c","r","10-jul-17","","","buar","12-jun-17","0","","","","a","","","","talek","","main doc"
"kimj","11-apr-18","","","kim jong-un","","","c","r","01-jul-17","","","roos","01-dec-16","0","","","","a","","","","talek","","kcm"
"dilf","03-aug-18","","","daffodil","colonel","m","c","r","22-sep-17","","","maa","11-aug-17","1","","","","a","","","","talek","","main doc"
"kani","02-aug-18","","","kani","zircon","f","c","r","29-jun-16","07-oct-16","","hrpy","29-jan-16","","","","","a","","","","talek","tk",""
"guav","02-aug-18","","","guava","","m","c","r","22-mar-17","27-oct-17","","lyco","31-jan-17","1","2","","","a","suspect lions","20-nov-17","","talek","tk","pond"
"clem","02-aug-18","","","clementine","","","c","r","22-mar-17","27-oct-17","","lyco","31-jan-17","1","1","","","a","carnviore? no body","20-dec-17","","talek","tk","pond"
"flur","02-aug-18","","","fluorine","","f","c","r","05-dec-16","04-aug-17","","yog","29-oct-16","1","1","","","a","","","","talek","tk","one of flur and oxy was first seen on 12/17/2016"
"bgra","02-aug-18","","","bagheera","wreck","m","c","r","04-jan-17","03-oct-17","","juno","27-oct-16","1","1","","","a","","","","talek","tk","pond"
"misu","03-aug-18","","","tiramisu","","f","c","r","18-feb-17","13-jan-18","","pces","27-dec-16","0","","","","a","","","","talek","tk","main doc"
"sylv","02-aug-18","","","sylvia plath","pringle","m","c","r","13-mar-17","23-sep-17","","flit","12-dec-16","1","","","","a","","","","talek","tk","pond"
"ange","02-aug-18","","","maya angelou","darker","m","c","r","13-mar-17","23-sep-17","","flit","12-dec-16","1","","","","a","","","","talek","tk","pond"
"gmba","02-aug-18","","","goomba","","f","c","r","08-jun-17","","","cart","26-apr-17","1","1","","","a","","","","talek","tk","pond"
"pelt","02-aug-18","","","pellet","","m","c","r","14-jul-17","","","tast","10-may-17","1","1","","","a","","","","talek","","pond"
"dres","","","","dresden","","m","","","","","","","","","","","","a","","","","fig.tree","",""
"boo","","","","boone","","m","","","","","","","","","","","","a","","","","","","""lion hill"" hyena"
"soot","15-aug-18","","","sooty","","u","c","r","","","","?","","","","","","a","","","","talek","",""
"cnbl","15-aug-18","","","cannon ball","","","c","r","","","","peeb","27-dec-09","","","","","a","","","","mara.river","",""
"mdwy","15-aug-18","","","midway","","","c","r","30-jan-12","","","com","12-dec-11","1","","","","a","","","","talek","",""
"lb","05-may-12","","","little big horn","677, 684","","c","r","30-jan-12","","","com","12-dec-11","1","","","","a","","","","mara.river","","previds are both this hyena's kaycodes"
"jort","03-aug-18","","","jean shorts","george","","c","r","22-feb-18","","","tnks","22-sep-17","1","","","","a","","","","talek","","talek west"
"hiwa","03-aug-18","","","high waisted","","","c","r","22-feb-18","","","tnks","22-sep-17","1","","","","a","","","","talek","","talek west"
"smsa","03-aug-18","","","samosa","smpl, simple","","c","r","07-jan-18","","","styr","07-may-17","","","","","a","","","","talek","","kcm"
"icen","03-aug-18","","","ice needles","","","c","r","19-dec-17","02-feb-18","","pbut","19-may-17","1","1","","","a","","","","talek","","kcm"
"snow","03-aug-18","","","snow","","","c","r","02-jan-18","31-jan-18","","pbut","19-may-17","1","2","","","a","","","","talek","","kcm"
"cina","03-aug-18","","","jacinta hotel","paul","","c","r","11-dec-17","","","neon","27-oct-17","1","2","","","a","","","","talek","","main doc"
"dpwt","03-aug-18","","","deepwest hotel","john","","c","r","11-dec-17","","","neon","27-oct-17","1","1","","","a","","","","talek","","main doc"
"pchu","03-aug-18","","","pikachu","","","c","r","02-oct-17","","","mgta","31-aug-17","1","","","","a","","","","talek","","
main doc"
"chq","07-sep-18","","","cheesy quiche","shelley","f","","r","22-feb-18","","","tgpi","03-dec-17","","","","","a","","","","talek","","talek west"
"erl","03-aug-18","","","erlenmeyer flask","","","c","r","03-jan-18","","","merl","04-nov-17","1","","","","a","","","","talek","","talek west"
"bekr","03-aug-18","","","beaker","","","c","r","03-jan-18","","","merl","04-nov-17","1","","","","a","","","","talek","","talek west"
"kpop","03-aug-18","","","kpop","","","c","r","13-mar-17","12-jan-18","","keng","06-feb-17","0","","","","a","","","","talek","","talek west"
"rnb","03-aug-18","","","r&b","","m","c","r","13-dec-17","","","keng","09-nov-17","1","2","","","a","","","","talek","","pond"
"emo","03-aug-18","","","emo","","","c","r","14-dec-17","","","keng","09-nov-17","1","1","","","a","","","","talek","","pond"
"emra","03-aug-18","","","emerald","","m","c","r","01-nov-17","","","joul","07-aug-17","0","","","","a","","","","talek","","main doc"
"rnbo","03-aug-18","","","rainbow roll","sausage","","c","r","23-dec-17","","","hrpy","19-jul-17","1","","","","a","","","","talek","","kcm"
"dyno","03-aug-18","","","dynamite roll","tank","","c","r","23-dec-17","","","hrpy","19-jul-17","1","","","","a","","","","talek","","kcm"
"csh","03-aug-18","","","cash","","","c","r","23-jan-18","","","gwiz","24-jul-17","1","","","","a","","","","talek","","kcm"
"pesa","03-aug-18","","","mpesa","","","c","r","23-jan-18","","","gwiz","24-jul-17","1","","","","a","","","","talek","","kcm"
"sob","03-aug-18","","","son of a b!","","","c","r","18-nov-17","","","dk","19-feb-17","","","","","a","","","","talek","","kcm"
"motl","03-aug-18","","","super 8 motel","spr8, stoker","","c","r","12-jan-18","","","decm","13-dec-17","0","","","","a","","","","talek","","talek west"
"hfmn","03-aug-18","","","half moon","","","c","r","22-feb-18","","","chco","","1","","","","a","","","","talek","","talek west; there is not enough info to give this hyena a dob, kay approves"
"pcfl","14-aug-18","","","peaceful warrior","","","c","r","22-feb-18","","","chco","","1","","","","a","","","","talek","","talek west; there is not enough info to give this hyena a dob, kay approves"
"lume","03-aug-18","","","lumen","","","c","r","25-mar-18","","","buar","17-dec-17","","","","","a","","","","talek","","talek west"
"wndy","03-aug-18","","","wendy's","winky, tofu","","c","r","25-oct-17","17-feb-18","","brgr","25-apr-17","1","","","","a","","","","talek","","kcm"
"arby","03-aug-18","","","arby's","","m","c","r","25-oct-17","14-jan-18","","brgr","25-apr-17","1","","","","a","","","","talek","","kcm"
"chzd","07-sep-18","","","charizard","","m","c","r","02-oct-17","","","mgta","31-aug-17","1","","","","a","","","","talek","","main doc"
"gpgn","07-sep-18","","","green pigeon","bug","m","c","r","10-jan-18","","","flil","29-oct-17","0","","","","a","","","","talek","","talek west"
"trst","07-sep-18","","","treat street","","","c","r","27-may-18","","","gel","13-dec-17","1","","","","a","","","","","","kcm"
"iron","07-sep-18","","","iron man","bibi","","c","r","31-may-18","","","hito","15-mar-18","1","2","","","a","","","","talek","","talek west"
"capt","07-sep-18","","","captain america","mtope","","c","r","31-may-18","","","hito","15-mar-18","1","1","","","a","","","","talek","","talek west"
"luis","07-sep-18","","","st. louis","al540","m","a","i","09-may-17","","","","","","","","","a","","","","talek","","immigrated to talek west"
"acro","18-oct-14","1051","","acropolis","","f","s","r","16-oct-10","","","joni","09-sep-10","1","2","","","","","","11-mar-11","serena.n","tr",""
"ae","02-oct-07","","","amelia earhart","","f","a","r","30-jun-08","","","","","","","","","","","","","17km","tr",""
"ahb","02-oct-07","","","ahab","","m","s","r","01-nov-08","","","","","","","","","","","","","oz valley","tr",""
"alc","02-oct-07","","","acatraz","","m","c","r","19-aug-08","","","duma","15-jul-08","","","","","","","","","olare","tr",""
"alf","02-oct-07","","","afalfa","","f","c","r","17-aug-08","","","lfty","15-mar-08","","","","","","","","","olare","tr",""
"amb","02-oct-07","","","ambrosia","","f","a","t","01-oct-08","","","","","","","","","","cause unknown","","","serena.n","tr",""
"ams","02-oct-07","","","amsterdam","","m","a","i","20-oct-10","","31-oct-15","","","","","","","","","","","serena.n","tr","l a&b nicks; r a&b nicks"
"angi","02-oct-07","1032","","angie","","f","a","r","25-jul-08","","","","","","","","","","","","","serena.n","tr","l b/c notch; r d slit"
"angk","18-oct-14","","","angkor wat","","m","c","r","06-nov-10","09-oct-11","26-jan-17","lcs","09-oct-10","1","1","","","","","","06-aug-11","serena.n","tr",""
"ao","02-oct-07","","","agent orange","","f","a","r","24-jun-08","","","","","","","","","","","","","happy.zebra","tr","l c notch"
"apl","02-oct-07","","","apple","spira","f","a","r","29-jun-08","","09-sep-16","","","","","","","","","","","happy.zebra","tr",""
"arc","02-oct-07","","","archer","hsp","f","a","r","02-jul-08","","03-nov-09","","","","","","","","cause unknown","","","happy.zebra","tr","dls changed from 5/3/2010 to 11/3/2009 by lju"
"arro","25-apr-17","1040","","arrow","","f","a","r","10-jul-08","","09-sep-16","","01-jun-07","","","","","","","","","serena.n","tr","small r b nick"
